date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:41:42	1300/1300	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec1-514%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.min.js	D:/folder%20baru/Ourastore/cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.min.js	(from https://www.ourastore.com/)
00:41:42	1178/1178	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2249a-5dc63b47d7d9c%22	https://www.ourastore.com/assets/img/wave.svg	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/wave.svg	(from https://www.ourastore.com/)
00:41:43	850/850	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22352-5dc63b47d7d9c%22	https://www.ourastore.com/assets/img/wave2.svg	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/wave2.svg	(from https://www.ourastore.com/)
00:41:43	6675/6675	---M--	200	added ('OK')	image/png	etag:W/%221a13-5df1adb1e9aaf%22	https://ourastore.com/assets/img/settings/1652681321tes%201.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/settings/1652681321tes%201.png	(from https://www.ourastore.com/)
00:41:43	22229/22229	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:44%20GMT	https://www.ourastore.com/status	D:/folder%20baru/Ourastore/www.ourastore.com/status.html	(from https://www.ourastore.com/)
00:41:43	24495/24495	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:44%20GMT	https://www.ourastore.com/hitungpointmw	D:/folder%20baru/Ourastore/www.ourastore.com/hitungpointmw.html	(from https://www.ourastore.com/)
00:41:44	24235/24235	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:44%20GMT	https://www.ourastore.com/hitungpointzodiac	D:/folder%20baru/Ourastore/www.ourastore.com/hitungpointzodiac.html	(from https://www.ourastore.com/)
00:41:44	163678/163678	---M--	200	added ('OK')	image/jpeg	etag:W/%2227f5e-5e04c6172b05d%22	https://ourastore.com/assets/img/1653993540banner%20utama%20copy.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653993540banner%20utama%20copy.jpg	(from https://www.ourastore.com/)
00:41:44	165255/165255	---M--	200	added ('OK')	image/jpeg	etag:W/%2228587-5e089e3d8d2da%22	https://ourastore.com/assets/img/1654257721banner%20transformers.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1654257721banner%20transformers.jpg	(from https://www.ourastore.com/)
00:41:44	134957/134957	---M--	200	added ('OK')	image/jpeg	etag:W/%2220f2d-5e089e5be8866%22	https://ourastore.com/assets/img/1654257753banner%20apex.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1654257753banner%20apex.jpg	(from https://www.ourastore.com/)
00:41:44	149827/149827	---M--	200	added ('OK')	image/jpeg	etag:W/%2224943-5e089eafb8f1d%22	https://ourastore.com/assets/img/1654257840banner%20genshin%20website%20j.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1654257840banner%20genshin%20website%20j.jpg	(from https://www.ourastore.com/)
00:41:45	117978/117978	---M--	200	added ('OK')	image/jpeg	etag:W/%221ccda-5e0c2c2f0eb13%22	https://ourastore.com/assets/img/1654501982banner%20website%20pharsa.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1654501982banner%20website%20pharsa.jpg	(from https://www.ourastore.com/)
00:41:45	95934/95934	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:46%20GMT	https://www.ourastore.com/order/mobile-legends-proses-otomatis	D:/folder%20baru/Ourastore/www.ourastore.com/order/mobile-legends-proses-otomatis.html	(from https://www.ourastore.com/)
00:41:45	301163/301163	---M--	200	added ('OK')	image/jpeg	etag:%224986b-5df33d313de91%22	https://ourastore.com/assets/img/1652788561mlbb_tile.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652788561mlbb_tile.jpg	(from https://www.ourastore.com/)
00:41:46	88838/88838	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:46%20GMT	https://www.ourastore.com/order/free-fire-proses-otomatis	D:/folder%20baru/Ourastore/www.ourastore.com/order/free-fire-proses-otomatis.html	(from https://www.ourastore.com/)
00:41:46	322502/322502	---M--	200	added ('OK')	image/jpeg	etag:%224ebc6-5dc6fae39a14b%22	https://ourastore.com/assets/img/1649747105FF.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649747105FF.jpg	(from https://www.ourastore.com/)
00:41:46	81741/81741	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:47%20GMT	https://www.ourastore.com/order/higgs-domino-chips	D:/folder%20baru/Ourastore/www.ourastore.com/order/higgs-domino-chips.html	(from https://www.ourastore.com/)
00:41:46	262497/262497	---M--	200	added ('OK')	image/jpeg	etag:%2240161-5df727d935e1a%22	https://ourastore.com/assets/img/1653057709higgs_domino_tile.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653057709higgs_domino_tile.jpg	(from https://www.ourastore.com/)
00:41:47	81892/81892	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:47%20GMT	https://www.ourastore.com/order/apex-legend-mobile-syndicate-gold	D:/folder%20baru/Ourastore/www.ourastore.com/order/apex-legend-mobile-syndicate-gold.html	(from https://www.ourastore.com/)
00:41:47	341372/341372	---M--	200	added ('OK')	image/png	etag:%225357c-5df96665c2aa0%22	https://ourastore.com/assets/img/1653211938apexlegend_tile.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653211938apexlegend_tile.png	(from https://www.ourastore.com/)
00:41:48	81275/81275	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:48%20GMT	https://www.ourastore.com/order/call-of-duty-mobile-cash-point	D:/folder%20baru/Ourastore/www.ourastore.com/order/call-of-duty-mobile-cash-point.html	(from https://www.ourastore.com/)
00:41:49	80291/80291	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:49%20GMT	https://www.ourastore.com/order/arena-of-valor-aov-voucher	D:/folder%20baru/Ourastore/www.ourastore.com/order/arena-of-valor-aov-voucher.html	(from https://www.ourastore.com/)
00:41:49	237174/237174	---M--	200	added ('OK')	image/png	etag:%2239e76-5dc72e245d10b%22	https://ourastore.com/assets/img/1649760863AOV.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649760863AOV.png	(from https://www.ourastore.com/)
00:41:49	81614/81614	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:50%20GMT	https://www.ourastore.com/order/genshin-impact-genesis-crystal	D:/folder%20baru/Ourastore/www.ourastore.com/order/genshin-impact-genesis-crystal.html	(from https://www.ourastore.com/)
00:41:49	207608/207608	---M--	200	added ('OK')	image/jpeg	etag:%2232af8-5dc70853e1909%22	https://ourastore.com/assets/img/1649750713gensin%20impek.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649750713gensin%20impek.jpg	(from https://www.ourastore.com/)
00:41:49	446249/446249	---M-Z	200	added ('OK')	image/png	etag:%2207af7b12986866d3e50c215e5ea64600953eae86%22	https://telegra.ph/file/b5b87817a98a77e3fd0f7.png	D:/folder%20baru/Ourastore/telegra.ph/file/b5b87817a98a77e3fd0f7.png	(from https://www.ourastore.com/)
00:41:49	83628/83628	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:50%20GMT	https://www.ourastore.com/order/valorant-points	D:/folder%20baru/Ourastore/www.ourastore.com/order/valorant-points.html	(from https://www.ourastore.com/)
00:41:49	259271/259271	---M--	200	added ('OK')	image/jpeg	etag:%223f4c7-5df72b04ce68a%22	https://ourastore.com/assets/img/1653058560valorant_tile.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653058560valorant_tile.jpg	(from https://www.ourastore.com/)
00:41:50	80937/80937	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:51%20GMT	https://www.ourastore.com/order/league-of-legends-wild-rift-wild-core	D:/folder%20baru/Ourastore/www.ourastore.com/order/league-of-legends-wild-rift-wild-core.html	(from https://www.ourastore.com/)
00:41:50	1203683/1203683	---M--	200	added ('OK')	image/png	etag:W/%22125de3-5df72cd544e69%22	https://ourastore.com/assets/img/1653059047LOL.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1653059047LOL.png	(from https://www.ourastore.com/)
00:41:51	81558/81558	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:51%20GMT	https://www.ourastore.com/order/dragon-raja-coupon	D:/folder%20baru/Ourastore/www.ourastore.com/order/dragon-raja-coupon.html	(from https://www.ourastore.com/)
00:41:51	194832/194832	---M--	200	added ('OK')	image/jpeg	etag:%222f910-5deb995b2296b%22	https://ourastore.com/assets/img/1652263545dragon%20raja.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652263545dragon%20raja.jpg	(from https://www.ourastore.com/)
00:41:51	80774/80774	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:52%20GMT	https://www.ourastore.com/order/sausage-man-candys	D:/folder%20baru/Ourastore/www.ourastore.com/order/sausage-man-candys.html	(from https://www.ourastore.com/)
00:41:51	278113/278113	---M--	200	added ('OK')	image/jpeg	etag:%2243e61-5dc719cacced0%22	https://ourastore.com/assets/img/1649755401sosis.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649755401sosis.jpg	(from https://www.ourastore.com/)
00:41:52	82149/82149	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:52%20GMT	https://www.ourastore.com/order/ragnarok-m-eternal-love-big-cat-coins	D:/folder%20baru/Ourastore/www.ourastore.com/order/ragnarok-m-eternal-love-big-cat-coins.html	(from https://www.ourastore.com/)
00:41:52	358120/358120	---M--	200	added ('OK')	image/jpeg	etag:%22576e8-5deba328fa30d%22	https://ourastore.com/assets/img/1652266177ragnarok.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652266177ragnarok.jpg	(from https://www.ourastore.com/)
00:41:52	82589/82589	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:53%20GMT	https://www.ourastore.com/order/life-after-credits	D:/folder%20baru/Ourastore/www.ourastore.com/order/life-after-credits.html	(from https://www.ourastore.com/)
00:41:52	119840/119840	---M--	200	added ('OK')	image/jpeg	etag:%221d420-5deba5fd459f1%22	https://ourastore.com/assets/img/1652266936life%20after%20logo.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652266936life%20after%20logo.jpg	(from https://www.ourastore.com/)
00:41:53	80597/80597	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:54%20GMT	https://www.ourastore.com/order/lords-mobile-diamonds	D:/folder%20baru/Ourastore/www.ourastore.com/order/lords-mobile-diamonds.html	(from https://www.ourastore.com/)
00:41:53	285861/285861	---M--	200	added ('OK')	image/jpeg	etag:%2245ca5-5deb9c84bf497%22	https://ourastore.com/assets/img/1652264394lords%20mobile.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652264394lords%20mobile.jpg	(from https://www.ourastore.com/)
00:41:54	81441/81441	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:54%20GMT	https://www.ourastore.com/order/tom-and-jerry-chase-diamonds	D:/folder%20baru/Ourastore/www.ourastore.com/order/tom-and-jerry-chase-diamonds.html	(from https://www.ourastore.com/)
00:41:54	278615/278615	---M--	200	added ('OK')	image/jpeg	etag:%2244057-5deb9f4a2bb1d%22	https://ourastore.com/assets/img/1652265138tom%20n%20jery.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652265138tom%20n%20jery.jpg	(from https://www.ourastore.com/)
00:41:54	80600/80600	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:55%20GMT	https://www.ourastore.com/order/light-of-thel-crystals	D:/folder%20baru/Ourastore/www.ourastore.com/order/light-of-thel-crystals.html	(from https://www.ourastore.com/)
00:41:54	518952/518952	---M--	200	added ('OK')	image/png	etag:%227eb28-5df49b1b847fd%22	https://ourastore.com/assets/img/1652882489LightofThel_tile.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652882489LightofThel_tile.png	(from https://www.ourastore.com/)
00:41:55	81153/81153	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:55%20GMT	https://www.ourastore.com/order/marvel-super-war-credits	D:/folder%20baru/Ourastore/www.ourastore.com/order/marvel-super-war-credits.html	(from https://www.ourastore.com/)
00:41:55	179620/179620	---M--	200	added ('OK')	image/png	etag:%222bda4-5df49c8078797%22	https://ourastore.com/assets/img/1652882864MARVELsuperwar_tile.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652882864MARVELsuperwar_tile.png	(from https://www.ourastore.com/)
00:41:55	81380/81380	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:56%20GMT	https://www.ourastore.com/order/mu-origin-2-diamonds	D:/folder%20baru/Ourastore/www.ourastore.com/order/mu-origin-2-diamonds.html	(from https://www.ourastore.com/)
00:41:55	264943/264943	---M--	200	added ('OK')	image/jpeg	etag:%2240aef-5df49de55706f%22	https://ourastore.com/assets/img/1652883239mu_origin_tile.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652883239mu_origin_tile.jpg	(from https://www.ourastore.com/)
00:41:56	84178/84178	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:56%20GMT	https://www.ourastore.com/order/saint-seiya-awakening-coupons	D:/folder%20baru/Ourastore/www.ourastore.com/order/saint-seiya-awakening-coupons.html	(from https://www.ourastore.com/)
00:41:56	329823/329823	---M--	200	added ('OK')	image/jpeg	etag:%225085f-5df4a292877a0%22	https://ourastore.com/assets/img/1652884494saint%20seiya.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652884494saint%20seiya.jpg	(from https://www.ourastore.com/)
00:41:56	80301/80301	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:57%20GMT	https://www.ourastore.com/order/one-punch-man-coupons	D:/folder%20baru/Ourastore/www.ourastore.com/order/one-punch-man-coupons.html	(from https://www.ourastore.com/)
00:41:56	451931/451931	---M--	200	added ('OK')	image/png	etag:%226e55b-5df5dbb58eaf0%22	https://ourastore.com/assets/img/1652968551one%20punch.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652968551one%20punch.png	(from https://www.ourastore.com/)
00:41:57	80566/80566	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:58%20GMT	https://www.ourastore.com/order/omega-legend-gold	D:/folder%20baru/Ourastore/www.ourastore.com/order/omega-legend-gold.html	(from https://www.ourastore.com/)
00:41:57	464689/464689	---M--	200	added ('OK')	image/png	etag:%2271731-5df5dd03edc3e%22	https://ourastore.com/assets/img/1652968901omegalegends_tile.png	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1652968901omegalegends_tile.png	(from https://www.ourastore.com/)
00:41:57	26411/26411	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:58%20GMT	https://www.ourastore.com/contact-us	D:/folder%20baru/Ourastore/www.ourastore.com/contact-us.html	(from https://www.ourastore.com/)
00:41:57	31852/31852	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:58%20GMT	https://www.ourastore.com/terms-and-conditions	D:/folder%20baru/Ourastore/www.ourastore.com/terms-and-conditions.html	(from https://www.ourastore.com/)
00:41:58	30013/30013	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2017:41:58%20GMT	https://www.ourastore.com/privacy-policy	D:/folder%20baru/Ourastore/www.ourastore.com/privacy-policy.html	(from https://www.ourastore.com/)
00:41:58	53244/53244	---M-Z	200	added ('OK')	application/javascript	etag:%22cffc-5dc63b4749439-gzip%22	https://www.ourastore.com/assets/admin/assets/plugins/bootstrap-select/bootstrap-select.min.js	D:/folder%20baru/Ourastore/www.ourastore.com/assets/admin/assets/plugins/bootstrap-select/bootstrap-select.min.js	(from https://www.ourastore.com/)
00:41:58	120705/120705	---M-Z	200	added ('OK')	application/javascript	etag:%221d781-5dc63b47deafd-gzip%22	https://www.ourastore.com/assets/plugins/bootstrap-table/bootstrap-table.min.js	D:/folder%20baru/Ourastore/www.ourastore.com/assets/plugins/bootstrap-table/bootstrap-table.min.js	(from https://www.ourastore.com/)
00:41:58	1799/1799	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dce-5dc63b47ddb5d-gzip%22	https://www.ourastore.com/assets/js/switch.js	D:/folder%20baru/Ourastore/www.ourastore.com/assets/js/switch.js	(from https://www.ourastore.com/)
00:41:59	12116/12116	---MCZ	200	added ('OK')	application/javascript	etag:W/%224dc8-5dc63b47ddb5d-gzip%22	https://www.ourastore.com/assets/js/promoBox.js	D:/folder%20baru/Ourastore/www.ourastore.com/assets/js/promoBox.js	(from https://www.ourastore.com/)
00:41:59	195275/195275	---M--	200	added ('OK')	image/png	etag:%222facb-5dc63b47d6dfb%22	https://www.ourastore.com/assets/img/logos/callcenter.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/callcenter.png	(from https://www.ourastore.com/)
00:41:59	64273/64273	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2016%20Jun%202022%2017:42:00%20GMT	https://cdn.socket.io/4.1.2/socket.io.min.js	D:/folder%20baru/Ourastore/cdn.socket.io/4.1.2/socket.io.min.js	(from https://www.ourastore.com/)
00:42:00	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2016%20Jun%202022%2017:42:00%20GMT	https://github.com/Thatkookooguy.png	D:/folder%20baru/Ourastore/github.com/Thatkookooguy.47.delayed	(from https://www.ourastore.com/assets/scss/chatbox.css)
00:42:00	50186/50186	---M--	200	added ('OK')	image/jpeg	etag:%22c40a-5dc6db4c37b17%22	https://ourastore.com/assets/img/1649738625ML.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649738625ML.jpg	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:00	34219/34219	---M--	200	added ('OK')	image/png	etag:%225e59f754-8655%22	https://tripay.co.id/images/payment-channel/ZT91lrOEad1582929126.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/ZT91lrOEad1582929126.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:01	6329/6329	---M--	200	added ('OK')	image/png	etag:%225e6148ca-19a2%22	https://tripay.co.id/images/payment-channel/szezRhAALB1583408731.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/szezRhAALB1583408731.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:01	8176/8176	---M--	200	added ('OK')	image/png	etag:%225e61a9d8-1ff0%22	https://tripay.co.id/images/payment-channel/n22Qsh8jMa1583433577.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/n22Qsh8jMa1583433577.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:01	12040/12040	---M--	200	added ('OK')	image/png	etag:%225e250f34-2f16%22	https://tripay.co.id/images/payment-channel/8WQ3APST5s1579461828.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/8WQ3APST5s1579461828.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:01	5358/5358	---M--	200	added ('OK')	image/png	etag:%225e632880-15ef%22	https://tripay.co.id/images/payment-channel/T9Z012UE331583531536.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/T9Z012UE331583531536.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:02	9308/9308	---M--	200	added ('OK')	image/png	etag:%225fcaa920-25df%22	https://tripay.co.id/images/payment-channel/KHcqcmqVFQ1607091889.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/KHcqcmqVFQ1607091889.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:02	8892/8892	---M--	200	added ('OK')	image/png	etag:%2260147ae8-2488%22	https://tripay.co.id/images/payment-channel/GGwwcgdYaG1611929720.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/GGwwcgdYaG1611929720.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:02	5894/5894	---M--	200	added ('OK')	image/png	etag:%2260342174-2268%22	https://tripay.co.id/images/payment-channel/WtEJwfuphn1614003973.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/WtEJwfuphn1614003973.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:02	3816/3816	---M--	200	added ('OK')	image/png	etag:%226140c070-f9d%22	https://tripay.co.id/images/payment-channel/YAN25leid81631608321.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/YAN25leid81631608321.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:03	11761/11761	---M--	200	added ('OK')	image/png	etag:%2261f44ce0-3284%22	https://tripay.co.id/images/payment-channel/tEclz5Assb1643375216.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/tEclz5Assb1643375216.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:03	3813/3813	---M--	200	added ('OK')	image/png	etag:%225e61a992-ee5%22	https://tripay.co.id/images/payment-channel/jiGZMKp2RD1583433506.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/jiGZMKp2RD1583433506.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:03	4537/4537	---M--	200	added ('OK')	image/png	etag:%225e62e3e4-1f0b%22	https://tripay.co.id/images/payment-channel/zNzuO5AuLw1583513974.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/zNzuO5AuLw1583513974.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:03	2136/2136	---M--	200	added ('OK')	image/png	etag:%225efdb64e-858%22	https://tripay.co.id/images/payment-channel/aQTdaUC2GO1593660384.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/aQTdaUC2GO1593660384.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:04	13120/13120	---M--	200	added ('OK')	image/png	etag:%225e8bdd3a-3340%22	https://tripay.co.id/images/payment-channel/fH6Y7wDT171586199243.png	D:/folder%20baru/Ourastore/tripay.co.id/images/payment-channel/fH6Y7wDT171586199243.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:04	16290/16290	---M--	200	added ('OK')	image/png	etag:%223fa2-5dc63b47d5e5b%22	https://www.ourastore.com/assets/img/logos/Shopeepay.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/Shopeepay.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:04	17974/17974	---M--	200	added ('OK')	image/png	etag:%224636-5dc63b47d5e5b%22	https://www.ourastore.com/assets/img/logos/Gopay.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/Gopay.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:04	13405/13405	---M--	200	added ('OK')	image/png	etag:%22345d-5dc63b47d5e5b%22	https://www.ourastore.com/assets/img/logos/Dana.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/Dana.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:04	18409/18409	---M--	200	added ('OK')	image/png	etag:%2247e9-5dc63b47d5e5b%22	https://www.ourastore.com/assets/img/logos/OVO.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/OVO.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:05	8625/8625	---M--	200	added ('OK')	image/png	etag:%2221b1-5dc63b47d5e5b%22	https://www.ourastore.com/assets/img/logos/Linkaja.png	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/logos/Linkaja.png	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:05	259174/259174	---M--	200	added ('OK')	image/jpeg	etag:%223f466-5df1aaf33531d%22	https://www.ourastore.com/assets/img/articles/20220516125625INFORMASI.jpg	D:/folder%20baru/Ourastore/www.ourastore.com/assets/img/articles/20220516125625INFORMASI.jpg	(from https://www.ourastore.com/order/mobile-legends-proses-otomatis)
00:42:06	98162/98162	---M--	200	added ('OK')	image/jpeg	etag:%2217f72-5dc6fae3a6c70%22	https://ourastore.com/assets/img/1649747106FF.jpg	D:/folder%20baru/Ourastore/ourastore.com/assets/img/1649747106FF.jpg	(from https://www.ourastore.com/order/free-fire-proses-otomatis)
